Fecha y hora del ciclo Pomodoro:
Y-m-d Fuera del horario laboral. Ciclo Pomodoro pausado.
2025-07-15 Trabajando..., vas 0 minutos
2025-07-20 01:33:31 Esperando a reiniciar el trabajo..., te quedan 1046 minutos de descanso
2025-07-20 01:34:31 Esperando a reiniciar el trabajo..., te quedan 1045 minutos de descanso
2025-07-20 01:35:31 Esperando a reiniciar el trabajo..., te quedan 1044 minutos de descanso
2025-07-20 01:36:31 Esperando a reiniciar el trabajo..., te quedan 1043 minutos de descanso
2025-07-20 01:37:31 Esperando a reiniciar el trabajo..., te quedan 1042 minutos de descanso
2025-07-20 01:38:31 Esperando a reiniciar el trabajo..., te quedan 1041 minutos de descanso
2025-07-20 01:39:31 Esperando a reiniciar el trabajo..., te quedan 1040 minutos de descanso
2025-07-20 01:40:31 Esperando a reiniciar el trabajo..., te quedan 1039 minutos de descanso
2025-07-20 01:41:31 Esperando a reiniciar el trabajo..., te quedan 1038 minutos de descanso
2025-07-20 01:42:31 Esperando a reiniciar el trabajo..., te quedan 1037 minutos de descanso
2025-07-20 01:43:31 Esperando a reiniciar el trabajo..., te quedan 1036 minutos de descanso
2025-07-20 01:44:31 Esperando a reiniciar el trabajo..., te quedan 1035 minutos de descanso
2025-07-20 01:45:32 Esperando a reiniciar el trabajo..., te quedan 1034 minutos de descanso
2025-07-20 01:46:32 Esperando a reiniciar el trabajo..., te quedan 1033 minutos de descanso
2025-07-20 01:47:32 Esperando a reiniciar el trabajo..., te quedan 1032 minutos de descanso
2025-07-20 01:48:32 Esperando a reiniciar el trabajo..., te quedan 1031 minutos de descanso
2025-07-22 08:00:04 Trabajando..., vas 0 minutos
2025-07-22 08:01:04 Trabajando..., vas 1 minutos
2025-07-22 08:02:04 Trabajando..., vas 2 minutos
2025-07-22 08:03:04 Trabajando..., vas 3 minutos
2025-07-22 08:04:04 Trabajando..., vas 4 minutos
2025-07-22 08:05:04 Trabajando..., vas 5 minutos
2025-07-22 08:06:04 Trabajando..., vas 6 minutos
2025-07-22 08:07:04 Trabajando..., vas 7 minutos
2025-07-22 08:08:04 Trabajando..., vas 8 minutos
2025-07-22 08:09:04 Trabajando..., vas 9 minutos
2025-07-22 08:10:04 Trabajando..., vas 10 minutos
2025-07-22 08:11:04 Trabajando..., vas 11 minutos
2025-07-22 08:12:04 Trabajando..., vas 12 minutos
2025-07-22 08:13:04 Trabajando..., vas 13 minutos
2025-07-22 08:14:04 Trabajando..., vas 14 minutos
2025-07-22 08:15:04 Trabajando..., vas 15 minutos
2025-07-22 08:16:04 Trabajando..., vas 16 minutos
2025-07-22 08:17:04 Trabajando..., vas 17 minutos
2025-07-22 08:18:04 Trabajando..., vas 18 minutos
2025-07-22 08:19:04 Trabajando..., vas 19 minutos
2025-07-22 08:20:04 Trabajando..., vas 20 minutos
2025-07-22 08:21:04 Trabajando..., vas 21 minutos
2025-07-22 08:22:05 Trabajando..., vas 22 minutos
2025-07-22 08:23:05 Trabajando..., vas 23 minutos
2025-07-22 08:24:05 Trabajando..., vas 24 minutos
2025-07-22 08:25:05 ¡Hora de descansar!, vas 0 minutos
2025-07-22 08:26:05 ¡Hora de descansar!, vas 1 minutos
2025-07-22 08:27:05 ¡Hora de descansar!, vas 2 minutos
2025-07-22 08:28:05 ¡Hora de descansar!, vas 3 minutos
2025-07-22 08:29:05 ¡Hora de descansar!, vas 4 minutos
2025-07-22 08:30:05 Trabajando..., vas 0 minutos
2025-07-22 08:31:05 Trabajando..., vas 1 minutos
2025-07-22 08:32:05 Trabajando..., vas 2 minutos
2025-07-22 08:33:05 Trabajando..., vas 3 minutos
2025-07-22 08:34:05 Trabajando..., vas 4 minutos
2025-07-22 08:35:05 Trabajando..., vas 5 minutos
2025-07-22 08:36:05 Trabajando..., vas 6 minutos
2025-07-22 08:37:05 Trabajando..., vas 7 minutos
2025-07-22 08:38:05 Trabajando..., vas 8 minutos
2025-07-22 08:39:05 Trabajando..., vas 9 minutos
2025-07-22 08:40:05 Trabajando..., vas 10 minutos
2025-07-22 08:41:05 Trabajando..., vas 11 minutos
2025-07-22 08:42:05 Trabajando..., vas 12 minutos
2025-07-22 08:43:05 Trabajando..., vas 13 minutos
2025-07-22 08:44:06 Trabajando..., vas 14 minutos
2025-07-22 08:45:06 Trabajando..., vas 15 minutos
2025-07-22 08:46:06 Trabajando..., vas 16 minutos
2025-07-22 08:47:06 Trabajando..., vas 17 minutos
2025-07-22 08:48:06 Trabajando..., vas 18 minutos
2025-07-22 08:49:06 Trabajando..., vas 19 minutos
2025-07-22 08:50:06 Trabajando..., vas 20 minutos
2025-07-22 08:51:06 Trabajando..., vas 21 minutos
2025-07-22 08:52:06 Trabajando..., vas 22 minutos
2025-07-22 08:53:06 Trabajando..., vas 23 minutos
2025-07-22 08:54:06 Trabajando..., vas 24 minutos
2025-07-22 08:55:06 ¡Hora de descansar!, vas 0 minutos
2025-07-22 08:56:06 ¡Hora de descansar!, vas 1 minutos
2025-07-22 08:57:06 ¡Hora de descansar!, vas 2 minutos
2025-07-22 08:58:06 ¡Hora de descansar!, vas 3 minutos
2025-07-22 08:59:06 ¡Hora de descansar!, vas 4 minutos
2025-07-22 09:00:06 Trabajando..., vas 0 minutos
2025-07-22 09:01:06 Trabajando..., vas 1 minutos
2025-07-22 09:02:06 Trabajando..., vas 2 minutos
2025-07-22 09:03:06 Trabajando..., vas 3 minutos
2025-07-22 09:04:06 Trabajando..., vas 4 minutos
2025-07-22 09:05:06 Trabajando..., vas 5 minutos
2025-07-22 09:06:06 Trabajando..., vas 6 minutos
2025-07-22 09:07:06 Trabajando..., vas 7 minutos
2025-07-22 09:08:06 Trabajando..., vas 8 minutos
2025-07-22 09:09:06 Trabajando..., vas 9 minutos
2025-07-22 09:10:06 Trabajando..., vas 10 minutos
2025-07-22 09:11:06 Trabajando..., vas 11 minutos
2025-07-22 09:12:06 Trabajando..., vas 12 minutos
2025-07-22 09:13:06 Trabajando..., vas 13 minutos
2025-07-22 09:14:06 Trabajando..., vas 14 minutos
2025-07-22 09:15:06 Trabajando..., vas 15 minutos
2025-07-22 09:16:06 Trabajando..., vas 16 minutos
2025-07-22 09:17:06 Trabajando..., vas 17 minutos
2025-07-22 09:18:06 Trabajando..., vas 18 minutos
2025-07-22 09:19:06 Trabajando..., vas 19 minutos
2025-07-22 09:20:06 Trabajando..., vas 20 minutos
2025-07-22 09:21:07 Trabajando..., vas 21 minutos
2025-07-22 09:22:07 Trabajando..., vas 22 minutos
2025-07-22 09:23:07 Trabajando..., vas 23 minutos
2025-07-22 09:24:07 Trabajando..., vas 24 minutos
2025-07-22 09:25:07 ¡Hora de descansar!, vas 0 minutos
2025-07-22 09:26:07 ¡Hora de descansar!, vas 1 minutos
2025-07-22 09:27:07 ¡Hora de descansar!, vas 2 minutos
2025-07-22 09:28:07 ¡Hora de descansar!, vas 3 minutos
2025-07-22 09:29:07 ¡Hora de descansar!, vas 4 minutos
2025-07-22 09:30:07 Trabajando..., vas 0 minutos
2025-07-22 09:31:07 Trabajando..., vas 1 minutos
2025-07-22 09:32:07 Trabajando..., vas 2 minutos
2025-07-22 09:33:07 Trabajando..., vas 3 minutos
2025-07-22 09:34:07 Trabajando..., vas 4 minutos
2025-07-22 09:35:07 Trabajando..., vas 5 minutos
2025-07-22 09:36:07 Trabajando..., vas 6 minutos
2025-07-22 09:37:07 Trabajando..., vas 7 minutos
2025-07-22 09:38:07 Trabajando..., vas 8 minutos
2025-07-22 09:39:07 Trabajando..., vas 9 minutos
2025-07-22 09:40:07 Trabajando..., vas 10 minutos
2025-07-22 09:41:07 Trabajando..., vas 11 minutos
2025-07-22 09:42:07 Trabajando..., vas 12 minutos
2025-07-22 09:43:07 Trabajando..., vas 13 minutos
2025-07-22 09:44:07 Trabajando..., vas 14 minutos
2025-07-22 09:45:07 Trabajando..., vas 15 minutos
2025-07-22 09:46:07 Trabajando..., vas 16 minutos
2025-07-22 09:47:07 Trabajando..., vas 17 minutos
2025-07-22 09:48:07 Trabajando..., vas 18 minutos
2025-07-22 09:49:07 Trabajando..., vas 19 minutos
2025-07-22 09:50:07 Trabajando..., vas 20 minutos
2025-07-22 09:51:07 Trabajando..., vas 21 minutos
2025-07-22 09:52:07 Trabajando..., vas 22 minutos
2025-07-22 09:53:07 Trabajando..., vas 23 minutos
2025-07-22 09:54:07 Trabajando..., vas 24 minutos
2025-07-22 09:55:07 ¡Hora de descansar!, vas 0 minutos
2025-07-22 09:56:07 ¡Hora de descansar!, vas 1 minutos
2025-07-22 09:57:07 ¡Hora de descansar!, vas 2 minutos
2025-07-22 09:58:07 ¡Hora de descansar!, vas 3 minutos
2025-07-22 09:59:07 ¡Hora de descansar!, vas 4 minutos
2025-07-22 10:00:08 Trabajando..., vas 0 minutos
2025-07-22 10:01:08 Trabajando..., vas 1 minutos
2025-07-22 10:02:08 Trabajando..., vas 2 minutos
2025-07-22 10:03:08 Trabajando..., vas 3 minutos
2025-07-22 10:04:08 Trabajando..., vas 4 minutos
2025-07-22 10:05:08 Trabajando..., vas 5 minutos
2025-07-22 10:06:08 Trabajando..., vas 6 minutos
2025-07-22 10:07:08 Trabajando..., vas 7 minutos
2025-07-22 10:08:08 Trabajando..., vas 8 minutos
2025-07-22 10:09:08 Trabajando..., vas 9 minutos
2025-07-22 10:10:08 Trabajando..., vas 10 minutos
2025-07-22 10:11:08 Trabajando..., vas 11 minutos
2025-07-22 10:12:08 Trabajando..., vas 12 minutos
2025-07-22 10:13:08 Trabajando..., vas 13 minutos
2025-07-22 10:14:08 Trabajando..., vas 14 minutos
2025-07-22 10:15:08 Trabajando..., vas 15 minutos
2025-07-22 10:16:08 Trabajando..., vas 16 minutos
2025-07-22 10:17:08 Trabajando..., vas 17 minutos
2025-07-22 10:18:08 Trabajando..., vas 18 minutos
2025-07-22 10:19:08 Trabajando..., vas 19 minutos
2025-07-22 10:20:08 Trabajando..., vas 20 minutos
2025-07-22 10:21:08 Trabajando..., vas 21 minutos
2025-07-22 10:22:08 Trabajando..., vas 22 minutos
2025-07-22 10:23:08 Trabajando..., vas 23 minutos
2025-07-22 10:24:08 Trabajando..., vas 24 minutos
2025-07-22 10:25:10 ¡Hora de descansar!, vas 0 minutos
2025-07-22 10:26:10 ¡Hora de descansar!, vas 1 minutos
2025-07-22 10:27:10 ¡Hora de descansar!, vas 2 minutos
2025-07-22 10:28:10 ¡Hora de descansar!, vas 3 minutos
2025-07-22 10:29:10 ¡Hora de descansar!, vas 4 minutos
2025-07-22 10:30:10 Trabajando..., vas 0 minutos
2025-07-22 10:31:10 Trabajando..., vas 1 minutos
2025-07-22 10:32:10 Trabajando..., vas 2 minutos
2025-07-22 10:33:10 Trabajando..., vas 3 minutos
2025-07-22 10:34:10 Trabajando..., vas 4 minutos
2025-07-22 10:35:11 Trabajando..., vas 5 minutos
2025-07-22 10:36:11 Trabajando..., vas 6 minutos
2025-07-22 10:37:11 Trabajando..., vas 7 minutos
2025-07-22 10:38:11 Trabajando..., vas 8 minutos
2025-07-22 10:39:11 Trabajando..., vas 9 minutos
2025-07-22 10:40:11 Trabajando..., vas 10 minutos
2025-07-22 10:41:11 Trabajando..., vas 11 minutos
2025-07-22 10:42:11 Trabajando..., vas 12 minutos
2025-07-22 10:43:11 Trabajando..., vas 13 minutos
2025-07-22 10:44:11 Trabajando..., vas 14 minutos
2025-07-22 10:45:11 Trabajando..., vas 15 minutos
2025-07-22 10:46:11 Trabajando..., vas 16 minutos
2025-07-22 10:47:11 Trabajando..., vas 17 minutos
2025-07-22 10:48:11 Trabajando..., vas 18 minutos
2025-07-22 10:49:11 Trabajando..., vas 19 minutos
2025-07-22 10:50:11 Trabajando..., vas 20 minutos
2025-07-22 10:51:11 Trabajando..., vas 21 minutos
2025-07-22 10:52:11 Trabajando..., vas 22 minutos
2025-07-22 10:53:11 Trabajando..., vas 23 minutos
2025-07-22 10:54:11 Trabajando..., vas 24 minutos
2025-07-22 10:55:12 ¡Hora de descansar!, vas 0 minutos
2025-07-22 10:56:12 ¡Hora de descansar!, vas 1 minutos
2025-07-22 10:57:12 ¡Hora de descansar!, vas 2 minutos
2025-07-22 10:58:12 ¡Hora de descansar!, vas 3 minutos
2025-07-22 10:59:12 ¡Hora de descansar!, vas 4 minutos
2025-07-22 11:00:12 Trabajando..., vas 0 minutos
2025-07-22 11:01:12 Trabajando..., vas 1 minutos
2025-07-22 11:02:12 Trabajando..., vas 2 minutos
2025-07-22 11:03:12 Trabajando..., vas 3 minutos
2025-07-22 11:04:12 Trabajando..., vas 4 minutos
2025-07-22 11:05:12 Trabajando..., vas 5 minutos
2025-07-22 11:06:12 Trabajando..., vas 6 minutos
2025-07-22 11:07:12 Trabajando..., vas 7 minutos
2025-07-22 11:08:12 Trabajando..., vas 8 minutos
2025-07-22 11:09:12 Trabajando..., vas 9 minutos
2025-07-22 11:10:12 Trabajando..., vas 10 minutos
2025-07-22 11:11:12 Trabajando..., vas 11 minutos
2025-07-22 11:12:12 Trabajando..., vas 12 minutos
2025-07-22 11:13:12 Trabajando..., vas 13 minutos
2025-07-22 11:14:12 Trabajando..., vas 14 minutos
2025-07-22 11:15:12 Trabajando..., vas 15 minutos
2025-07-22 11:16:12 Trabajando..., vas 16 minutos
2025-07-22 11:17:12 Trabajando..., vas 17 minutos
2025-07-22 11:18:12 Trabajando..., vas 18 minutos
2025-07-22 11:19:12 Trabajando..., vas 19 minutos
2025-07-22 11:20:12 Trabajando..., vas 20 minutos
2025-07-22 11:21:13 Trabajando..., vas 21 minutos
2025-07-22 11:22:13 Trabajando..., vas 22 minutos
2025-07-22 11:23:13 Trabajando..., vas 23 minutos
2025-07-22 11:24:13 Trabajando..., vas 24 minutos
2025-07-22 11:25:13 ¡Hora de descansar!, vas 0 minutos
2025-07-22 11:26:13 ¡Hora de descansar!, vas 1 minutos
2025-07-22 11:27:13 ¡Hora de descansar!, vas 2 minutos
2025-07-22 11:28:13 ¡Hora de descansar!, vas 3 minutos
2025-07-22 11:29:13 ¡Hora de descansar!, vas 4 minutos
2025-07-22 11:30:13 Trabajando..., vas 0 minutos
2025-07-22 11:31:13 Trabajando..., vas 1 minutos
2025-07-22 11:32:13 Trabajando..., vas 2 minutos
2025-07-22 11:33:13 Trabajando..., vas 3 minutos
2025-07-22 11:34:13 Trabajando..., vas 4 minutos
2025-07-22 11:35:13 Trabajando..., vas 5 minutos
2025-07-22 11:36:13 Trabajando..., vas 6 minutos
2025-07-22 11:37:13 Trabajando..., vas 7 minutos
2025-07-22 11:38:13 Trabajando..., vas 8 minutos
2025-07-22 11:39:13 Trabajando..., vas 9 minutos
2025-07-22 11:40:13 Trabajando..., vas 10 minutos
2025-07-22 11:41:13 Trabajando..., vas 11 minutos
2025-07-22 11:42:13 Trabajando..., vas 12 minutos
2025-07-22 11:43:13 Trabajando..., vas 13 minutos
2025-07-22 11:44:14 Trabajando..., vas 14 minutos
2025-07-22 11:45:14 Trabajando..., vas 15 minutos
2025-07-22 11:46:14 Trabajando..., vas 16 minutos
2025-07-22 11:47:14 Trabajando..., vas 17 minutos
2025-07-22 11:48:14 Trabajando..., vas 18 minutos
2025-07-22 11:49:14 Trabajando..., vas 19 minutos
2025-07-22 11:50:14 Trabajando..., vas 20 minutos
2025-07-22 11:51:14 Trabajando..., vas 21 minutos
2025-07-22 11:52:14 Trabajando..., vas 22 minutos
2025-07-22 11:53:14 Trabajando..., vas 23 minutos
2025-07-22 11:54:14 Trabajando..., vas 24 minutos
2025-07-22 11:55:14 ¡Hora de descansar!, vas 0 minutos
2025-07-22 11:56:14 ¡Hora de descansar!, vas 1 minutos
2025-07-22 11:57:14 ¡Hora de descansar!, vas 2 minutos
2025-07-22 11:58:14 ¡Hora de descansar!, vas 3 minutos
2025-07-22 11:59:14 ¡Hora de descansar!, vas 4 minutos
2025-07-22 12:00:14 Trabajando..., vas 0 minutos
2025-07-22 12:01:14 Trabajando..., vas 1 minutos
2025-07-22 12:02:14 Trabajando..., vas 2 minutos
2025-07-22 12:03:14 Trabajando..., vas 3 minutos
2025-07-22 12:04:14 Trabajando..., vas 4 minutos
2025-07-22 12:05:14 Trabajando..., vas 5 minutos
2025-07-22 12:06:14 Trabajando..., vas 6 minutos
2025-07-22 12:07:14 Trabajando..., vas 7 minutos
2025-07-22 12:08:14 Trabajando..., vas 8 minutos
2025-07-22 12:09:15 Trabajando..., vas 9 minutos
2025-07-22 12:10:15 Trabajando..., vas 10 minutos
2025-07-22 12:11:15 Trabajando..., vas 11 minutos
2025-07-22 12:12:15 Trabajando..., vas 12 minutos
2025-07-22 12:13:15 Trabajando..., vas 13 minutos
2025-07-22 12:14:15 Trabajando..., vas 14 minutos
2025-07-22 12:15:15 Trabajando..., vas 15 minutos
2025-07-22 12:16:15 Trabajando..., vas 16 minutos
2025-07-22 12:17:15 Trabajando..., vas 17 minutos
2025-07-22 12:18:15 Trabajando..., vas 18 minutos
2025-07-22 12:19:15 Trabajando..., vas 19 minutos
2025-07-22 12:20:15 Trabajando..., vas 20 minutos
2025-07-22 12:21:15 Trabajando..., vas 21 minutos
2025-07-22 12:22:15 Trabajando..., vas 22 minutos
2025-07-22 12:23:15 Trabajando..., vas 23 minutos
2025-07-22 12:24:15 Trabajando..., vas 24 minutos
2025-07-22 12:25:15 ¡Hora de descansar!, vas 0 minutos
2025-07-22 12:26:15 ¡Hora de descansar!, vas 1 minutos
2025-07-22 12:27:15 ¡Hora de descansar!, vas 2 minutos
2025-07-22 12:28:15 ¡Hora de descansar!, vas 3 minutos
2025-07-22 12:29:16 ¡Hora de descansar!, vas 4 minutos
2025-07-22 12:30:16 Trabajando..., vas 0 minutos
2025-07-22 12:31:16 Trabajando..., vas 1 minutos
2025-07-22 12:32:16 Trabajando..., vas 2 minutos
2025-07-22 12:33:16 Trabajando..., vas 3 minutos
2025-07-22 12:34:16 Trabajando..., vas 4 minutos
2025-07-22 12:35:16 Trabajando..., vas 5 minutos
2025-07-22 12:36:16 Trabajando..., vas 6 minutos
2025-07-22 12:37:16 Trabajando..., vas 7 minutos
2025-07-22 12:38:16 Trabajando..., vas 8 minutos
2025-07-22 12:39:16 Trabajando..., vas 9 minutos
2025-07-22 12:40:16 Trabajando..., vas 10 minutos
2025-07-22 12:41:16 Trabajando..., vas 11 minutos
2025-07-22 12:42:16 Trabajando..., vas 12 minutos
2025-07-22 12:43:16 Trabajando..., vas 13 minutos
2025-07-22 12:44:16 Trabajando..., vas 14 minutos
2025-07-22 12:45:16 Trabajando..., vas 15 minutos
2025-07-22 12:46:16 Trabajando..., vas 16 minutos
2025-07-22 12:47:16 Trabajando..., vas 17 minutos
2025-07-22 12:48:16 Trabajando..., vas 18 minutos
2025-07-22 12:49:16 Trabajando..., vas 19 minutos
2025-07-22 12:50:16 Trabajando..., vas 20 minutos
2025-07-22 12:51:16 Trabajando..., vas 21 minutos
2025-07-22 12:52:16 Trabajando..., vas 22 minutos
2025-07-22 12:53:17 Trabajando..., vas 23 minutos
2025-07-22 12:54:17 Trabajando..., vas 24 minutos
2025-07-22 12:55:17 ¡Hora de descansar!, vas 0 minutos
2025-07-22 12:56:17 ¡Hora de descansar!, vas 1 minutos
2025-07-22 12:57:17 ¡Hora de descansar!, vas 2 minutos
2025-07-22 12:58:17 ¡Hora de descansar!, vas 3 minutos
2025-07-22 12:59:17 ¡Hora de descansar!, vas 4 minutos
2025-07-22 13:00:17 ¡Hora de almorzar!
2025-07-22 13:30:17 Trabajando..., vas 0 minutos
2025-07-22 13:31:17 Trabajando..., vas 1 minutos
2025-07-22 13:32:17 Trabajando..., vas 2 minutos
2025-07-22 13:33:17 Trabajando..., vas 3 minutos
2025-07-22 13:34:17 Trabajando..., vas 4 minutos
2025-07-22 13:35:17 Trabajando..., vas 5 minutos
2025-07-22 13:36:17 Trabajando..., vas 6 minutos
2025-07-22 13:37:17 Trabajando..., vas 7 minutos
2025-07-22 13:38:17 Trabajando..., vas 8 minutos
2025-07-22 13:39:17 Trabajando..., vas 9 minutos
2025-07-22 13:40:17 Trabajando..., vas 10 minutos
2025-07-22 13:41:17 Trabajando..., vas 11 minutos
2025-07-22 13:42:17 Trabajando..., vas 12 minutos
2025-07-22 13:43:17 Trabajando..., vas 13 minutos
2025-07-22 13:44:17 Trabajando..., vas 14 minutos
2025-07-22 13:45:17 Trabajando..., vas 15 minutos
2025-07-22 13:46:17 Trabajando..., vas 16 minutos
2025-07-22 13:47:17 Trabajando..., vas 17 minutos
2025-07-22 13:48:17 Trabajando..., vas 18 minutos
2025-07-22 13:49:17 Trabajando..., vas 19 minutos
2025-07-22 13:50:17 Trabajando..., vas 20 minutos
2025-07-22 13:51:17 Trabajando..., vas 21 minutos
2025-07-22 13:52:17 Trabajando..., vas 22 minutos
2025-07-22 13:53:17 Trabajando..., vas 23 minutos
2025-07-22 13:54:18 Trabajando..., vas 24 minutos
2025-07-22 13:55:18 ¡Hora de descansar!, vas 0 minutos
2025-07-22 13:56:18 ¡Hora de descansar!, vas 1 minutos
2025-07-22 13:57:18 ¡Hora de descansar!, vas 2 minutos
2025-07-22 13:58:18 ¡Hora de descansar!, vas 3 minutos
2025-07-22 13:59:18 ¡Hora de descansar!, vas 4 minutos
2025-07-22 14:00:18 Trabajando..., vas 0 minutos
2025-07-22 14:01:18 Trabajando..., vas 1 minutos
2025-07-22 14:02:18 Trabajando..., vas 2 minutos
2025-07-22 14:03:18 Trabajando..., vas 3 minutos
2025-07-22 14:04:18 Trabajando..., vas 4 minutos
2025-07-22 14:05:18 Trabajando..., vas 5 minutos
2025-07-22 14:06:18 Trabajando..., vas 6 minutos
2025-07-22 14:07:18 Trabajando..., vas 7 minutos
2025-07-22 14:08:18 Trabajando..., vas 8 minutos
2025-07-22 14:09:18 Trabajando..., vas 9 minutos
2025-07-22 14:10:18 Trabajando..., vas 10 minutos
2025-07-22 14:11:18 Trabajando..., vas 11 minutos
2025-07-22 14:12:18 Trabajando..., vas 12 minutos
2025-07-22 14:13:18 Trabajando..., vas 13 minutos
2025-07-22 14:14:18 Trabajando..., vas 14 minutos
2025-07-22 14:15:18 Trabajando..., vas 15 minutos
2025-07-22 14:16:18 Trabajando..., vas 16 minutos
2025-07-22 14:17:18 Trabajando..., vas 17 minutos
2025-07-22 14:18:18 Trabajando..., vas 18 minutos
2025-07-22 14:19:18 Trabajando..., vas 19 minutos
